timestamp,sensor_id,sensor_id_encoded,temperature,humidity,temperature_smoothed,humidity_smoothed,temperature_scaled,humidity_scaled,temperature_smoothed_scaled,humidity_smoothed_scaled
2025-02-01 12:00:00,S3,2,23.0,42.0,23.0,45.666666666666664,-0.3686048903872428,-0.6054493496206034,-0.5492487944846398,0.42537320474974516
2025-02-01 18:00:00,S3,2,23.0,50.0,22.666666666666668,45.666666666666664,-0.3686048903872428,1.3319885691653275,-0.7373476967054057,0.42537320474974516
2025-02-01 20:00:00,S3,2,22.0,45.0,22.333333333333332,45.666666666666664,-0.7372097807744856,0.12108986992412069,-0.9254465989261735,0.42537320474974516
2025-02-01 23:00:00,S3,2,22.0,42.0,22.0,42.333333333333336,-0.7372097807744856,-0.6054493496206034,-1.1135455011469393,-0.796963590508145
2025-02-02 00:00:00,S3,2,22.0,40.0,22.0,42.333333333333336,-0.7372097807744856,-1.089808829317086,-1.1135455011469393,-0.796963590508145
2025-02-02 02:00:00,S3,2,22.0,45.0,22.0,41.666666666666664,-0.7372097807744856,0.12108986992412069,-1.1135455011469393,-1.0414309495597251
2025-02-02 03:00:00,S3,2,22.0,40.0,22.333333333333332,41.666666666666664,-0.7372097807744856,-1.089808829317086,-0.9254465989261735,-1.0414309495597251
2025-02-02 08:00:00,S3,2,23.0,40.0,23.0,40.666666666666664,-0.3686048903872428,-1.089808829317086,-0.5492487944846398,-1.4081319881370928
2025-02-02 09:00:00,S3,2,24.0,42.0,23.333333333333332,41.333333333333336,0.0,-0.6054493496206034,-0.361149892263874,-1.1636646290855126
2025-02-02 12:00:00,S3,2,23.0,42.0,23.333333333333332,42.0,-0.3686048903872428,-0.6054493496206034,-0.361149892263874,-0.9191972700339351
2025-02-02 14:00:00,S3,2,23.0,42.0,25.333333333333332,42.0,-0.3686048903872428,-0.6054493496206034,0.767443521060725,-0.9191972700339351
2025-02-02 21:00:00,S3,2,30.0,42.0,25.0,44.666666666666664,2.211629342323457,-0.6054493496206034,0.5793446188399591,0.05867216617237756
2025-02-03 00:00:00,S3,2,22.0,50.0,26.0,46.0,-0.7372097807744856,1.3319885691653275,1.1436413255022586,0.5476068842755352
